"cod_cent";"id";"nombre";"tipo_elem";"st_x";"st_y"
"03FT52PM01";1009;"03FT52PM01";"M-30";438608.441027081;4474416.45153132
"04FL12PM01";3544;"04FL12PM01";"M-30";437954.463577874;4474114.86422643
"11XC46PM01";6879;"11XC46PM01";"M-30";442560.884085413;4471630.12064463
"18XC11PM01";6838;"18XC11PM01";"M-30";438779.798491928;4474463.79106588
"PM11101";6680;"PM11101";"M-30";442584.269504549;4471633.92008696
"PM11102";6681;"PM11102";"M-30";442496.560396068;4471552.391696
"18NC20PM01";6827;"18NC20PM01";"M-30";438886.053648755;4474644.38223897
"PM20042";6714;"PM20042";"M-30";442975.07997087;4480983.74138088
"PM10832";3490;"PM10832";"M-30";444008.197335112;4474150.99975041
"PM10861";3491;"PM10861";"M-30";443870.768810064;4473819.57427182
"PM10862";3492;"PM10862";"M-30";443839.855330968;4473814.60447336
"PM10865";3493;"PM10865";"M-30";443849.620761008;4473810.10996315
"PM10901";3816;"PM10901";"M-30";443651.459063855;4473302.5480437
"PM10902";6670;"PM10902";"M-30";443626.432601977;4473301.70711307
"PM10941";6672;"PM10941";"M-30";443573.556004504;4473101.04083552
"PM10942";6673;"PM10942";"M-30";443554.773731637;4473103.3809525
"PM10945";6674;"PM10945";"M-30";443563.645068383;4473104.19800602
"PM10766";6669;"PM10766";"M-30";444087.241331406;4474510.59587153
"PM10765";3611;"PM10765";"M-30";444095.164112625;4474521.53801394
"PM10831";3815;"PM10831";"M-30";444023.056245302;4474138.55812301
"PM20322";6723;"PM20322";"M-30";443856.791329783;4478932.85664378
"18NC52PM01";1016;"18NC52PM01";"M-30";438865.145076162;4474881.61500817
"PM20327";6724;"PM20327";"M-30";443829.633119186;4478922.46999675
"18NC52PM02";1015;"18NC52PM02";"M-30";438872.454071494;4474886.51622775
"18XC46PM01";1013;"18XC46PM01";"M-30";438813.50730207;4474829.59419237
"90EL38PM01";6882;"90EL38PM01";"M-30";441698.531885678;4470776.37480141
"90EL69PM01";6890;"90EL69PM01";"M-30";441821.593057286;4470605.81283481
"PM20411";6725;"PM20411";"M-30";443928.23048454;4478151.84103386
"PM20442";6728;"PM20442";"M-30";444082.228870439;4477652.04019821
"PM20471";6729;"PM20471";"M-30";444187.058644227;4477292.46101379
"PM20472";6730;"PM20472";"M-30";444214.846015238;4477290.19176702
"PM20473";6731;"PM20473";"M-30";444204.105965312;4477291.0590206
"PM20571";6732;"PM20571";"M-30";444143.130444802;4476492.40467012
"PM20572";6733;"PM20572";"M-30";444161.132392274;4476486.63277966
"PM20661";6734;"PM20661";"M-30";444109.529111981;4475616.02324432
"PM20662";6735;"PM20662";"M-30";444123.73225702;4475606.63018984
"PM20664";6736;"PM20664";"M-30";444117.324980525;4475617.81047524
"PM20742";6739;"PM20742";"M-30";444244.13668815;4474797.48003267
"PM20262";6721;"PM20262";"M-30";443681.193331608;4479468.11201338
"PM20321";6722;"PM20321";"M-30";443840.250265766;4478924.11308221
"PM10981";6676;"PM10981";"M-30";443441.940857606;4472650.99640974
"PM10982";6677;"PM10982";"M-30";443422.658385193;4472655.86845636
"PM40442";3538;"PM40442";"M-30";444112.083936102;4477714.12509261
"PM40461";6789;"PM40461";"M-30";444412.491547429;4477675.94506801
"PM10985";6678;"PM10985";"M-30";443433.870684872;4472653.38426533
"PM40751";6790;"PM40751";"M-30";444529.005796656;4474543.87603375
"PM20151";6715;"PM20151";"M-30";443178.354671515;4480457.54059666
"09027";4041;"Narvaez N-S - Jorge Juan-Duque de Sesto";"URBANOS";442774.092290135;4475153.69224624
"09028";4042;"Narvaez S-N - Duque de Sesto-Jorge Juan";"URBANOS";442774.222693917;4475085.87377124
"09030";4044;"Jorge Juan O-E - Principe Vergara-General Pardiñas";"URBANOS";442422.783066884;4475200.44655452
"10004";4052;"O´Donnell, 45 E-O - Fernan Gonzalez-Narvaez";"URBANOS";442885.515419187;4474967.05643236
"13015";4163;"Alfonso XII N-S - Claudio Moyano-Infanta Isabel";"URBANOS";441673.744402237;4473502.47357115
"13016";4164;"Pº Reina Cristina E-O - Jose Anselmo Clave-Alfonso XII";"URBANOS";441791.574140298;4473322.49546809
"13017";4165;"Av. Ciudad Barcelona E-O - Julian Gayarre-Pº Infanta Isabel";"URBANOS";441883.084477035;4473246.99364735
"13018";4166;"Av. Ciudad Barcelona O-E - Salida Estacion Atocha-PºInfanta Isabel";"URBANOS";441703.285718577;4473312.81953688
"13026";4172;"Plaza Lealtad E-O - Antonio Maura -Pº del Prado";"URBANOS";441374.595390979;4474379.5715202
"15002";4243;"Pº Prado S-N - Pl. Canovas del Castillo-Pl. Cibeles";"URBANOS";441282.80260628;4474515.16159233
"15003";3671;"(AFOROS) Alcala E-O - Pl. Independencia-Pl. Cibeles";"URBANOS";441536.245278302;4474791.17471125
"47009";6070;"C/. Arturo Soria  - Cultura-Dalia";"URBANOS";443477.776699938;4481364.32052258
"56016";6298;"C/. Arequipa - Torquemada-Emigrantes";"URBANOS";445832.46674847;4480220.8063863
"93040";9976;"BECERREA E-O";"URBANOS";439615.161633198;4480525.21506426
"24002";4739;"C.FCO.J.JIMENEZ ENTRE BERLANAS-SEPULVEDA  E-O";"URBANOS";436148.780510384;4472604.98540354
"50022";5088;"ARLANZA E-O";"URBANOS";439312.358039377;4471149.3691537
"51019";5118;"ZAIDA E-O";"URBANOS";437732.747006047;4471532.64986915
"94009";10015;"MONTEJO O-E(CIUDAD FRIAS-AV. REAL PINTO)";"URBANOS";439560.397454136;4465474.58604841
"02002";3857;"Dr. Esquerdo S-N - Alcalde Sainz Baranda-Ibiza(Giro a Ibiza)";"URBANOS";443329.45536616;4474499.30809617
"02003";3858;"(MICRO)(AFOROS) Dr. Esquerdo S-N  - Ibiza-Alcalde Sainz Barand";"URBANOS";443320.983451821;4474522.4056062
"02004";3859;"Ibiza O-E - Narvaez-Dr. Esquerdo";"URBANOS";443223.066059253;4474566.5758581
"10012";4060;"Menendez Pelayo N-S - Sainz de Baranda-Puerta Granada";"URBANOS";442661.750915466;4474083.3111569
"10019";3609;"Menendez Pelayo N-S - (Pio  Baroja-Niño Jesus(Puerta Granada)";"URBANOS";442688.86225455;4473962.4844525
"10020";3610;"Menendez Pelayo N-S - Giro Izqda. Pl. Niño Jesus";"URBANOS";442692.965503127;4473963.39976462
"10022";4066;" Menendez Pelayo S-N - Pl. Niño Jesús -Pio Baroja";"URBANOS";442721.130198037;4473885.0614089
"10033";4077;"(TACTICO) Maiquez S-N - Ibiza-O´Donnell";"URBANOS";443028.623002516;4474925.11987663
"12014";4121;"Embajadores S-N - Granito-Pl. Beata Mª Ana Jesus";"URBANOS";441218.657026115;4471817.43622238
"12015";4122;"Pº Delicias S-N - Pl. Legazpi-Pl. Beata Mª Ana Jesus";"URBANOS";441131.101350535;4471755.63751972
"12016";4123;"Guillermo de Osma O-E - Domingo P. Val - Pl.Beata Mª Ana Jesus";"URBANOS";441049.097342153;4471929.3235721
"12017";4124;"Embajadores N-S - Tomas Borras-Miguel Arredondo";"URBANOS";441073.587736646;4472089.16569129
"12018";4125;"Embajadores S-N - Pl. Beata Mª Ana Jesus-Divino Vallés";"URBANOS";441099.948227524;4472057.50505502
"12038";4144;"General Lacy N-S - Delicias-Ancora";"URBANOS";441497.944625653;4473004.80676262
"15007";4247;"Alcala E-O - Barquillo-Gran Via";"URBANOS";441090.878021084;4474710.20356794
"15008";4248;"Alcala E-O - Gran Via-Cedaceros";"URBANOS";440933.466678748;4474648.79213558
"15006";4246;"Alcala E-O - Pl. Cibeles-Barquillo";"URBANOS";441220.928866332;4474732.49618122
"35035";3414;"Av.Bonn E-O - Av.de la Paz-Av.Brasilia";"URBANOS";444143.490355269;4476851.98743605
"35021";4658;"Av.Toreros E-O - Nra.Sra.Guadalupe-Av.Toreros(Giro a Julio Camba)";"URBANOS";443687.646320705;4476195.10938973
"35022";4659;"Av.Toreros O-E - Franciso Altimiras-Av.Brasilia";"URBANOS";443846.701282661;4476294.07650378
"35024";4661;"Luis Calvo N-S - Azcona-Martínez Izquierdo";"URBANOS";443708.513975338;4476587.40282027
"35027";4664;"Av.Guindalera O-E - Camilo José Cela-Av.Bruselas";"URBANOS";443751.119109756;4477124.96445565
"35028";4665;"Av.Bruselas N-S - Pl.Venecia-Av.Bruselas";"URBANOS";443880.098687481;4477010.96904153
"35017";3504;"Av.Toreros E-O - Pilar de Zaragoza-Cartagena";"URBANOS";443365.11239837;4476137.7445152
"35018";4655;"Av.Toreros O-E - Pilar de Zaragoza-Rafaela Bonilla";"URBANOS";443383.54518522;4476136.05287342
"35019";4656;"Av.Toreros E-O - Francisco Santos-Rafaela Bonilla";"URBANOS";443597.061985728;4476170.77775638
"35020";4657;"Av.Toreros O-E - Francisco Santos-Julio Camba";"URBANOS";443619.84849998;4476168.95748205
"35037";3416;"(AFOROS)Av.Brasilia S-N - Brescia-Av.Bonn";"URBANOS";444044.74855227;4476684.8346958
"43014";5425;"(AFOROS)Av.Ilustración O-E - Av.Betanzos-Centro Cívico";"URBANOS";439840.521225184;4481555.39634862
"60010";5457;"PºCastellana S-N - Raimundo Fernández Villaverde-San Juán de la Cruz";"URBANOS";441476.016515001;4477673.71739233
"60038";5484;"(AFOROS)General Perón E-O - PºCastellana-Poeta Joan Maragal";"URBANOS";441464.421401772;4478390.62724371
"60064";5507;"Rafael Salgado O-E - PºCastellana-Padre Damián";"URBANOS";441746.767168361;4478591.12473927
"60066";5508;"Lateral PºCastellana S-N - Sor Angela de la Cruz -Juán Gris";"URBANOS";441565.892996531;4479097.02642542
"61009";5523;"Mateo Inurria E-O - Hiedra-Rodríguez Jaén";"URBANOS";442190.026191061;4480060.10222609
"61010";5524;"Mateo Inurria E-O - Manuel Ferrero-Enrique Larreta";"URBANOS";442065.722385013;4480028.14211023
"61037";5549;"(AFOROS)Principe de Vergara S-N - Colombia-Pl.República Dominicana";"URBANOS";442719.371724799;4478962.44976994
"61063";5574;"Pº de la Habana S-N - Veracruz-Alberto Alcocer";"URBANOS";442315.834077813;4478997.07438202
"61089";5596;"Alfonso XIII O-E - Puerto Rico-Paraguay";"URBANOS";443063.486013536;4479265.30902944
"61117";5621;"(TACTICO)Paraguay S-N - Costa Rica-Alfonso XIII";"URBANOS";443160.000711501;4479239.85553044
"62017";5632;"Lope de Haro O-E - Juán Risco-Bravo Murillo";"URBANOS";440548.789459424;4478949.07738307
"62042";5658;"Sor Angela de la Cruz O-E - Infanta Mercedes-Orense";"URBANOS";441125.483421666;4479219.6416966
"62069";5681;"Bravo Murillo S-N(Giro a Lope de Haro) - San Enrique-San Germán";"URBANOS";440611.173105191;4478933.73920353
"62073";5683;"Lope de Haro O-E - Berruguete-Juán Risco";"URBANOS";440489.942953646;4478928.58339559
"63010";5698;"(AFOROS)Bravo Murillo S-N - Hernani-Palencia";"URBANOS";440436.35473804;4477985.087356
"63050";5737;"Reina Mercedes E-O - Edgar Neville-Aviador Zorita";"URBANOS";441005.445412456;4478247.89090385
"63036";5723;"Orense S-N - Reina Mercedes-Gral.Perón";"URBANOS";441171.398808877;4478277.24094575
"63044";5731;"Edgar Neville S-N - Basílica-Reina Mercedes";"URBANOS";441025.820260569;4478147.96245401
"63045";5732;"Hernani E-O - Orense-Edgar Neville";"URBANOS";441111.407421143;4477917.86373806
"63046";5733;"Basílica O-E - Aviador Zorita-Edgar Neville";"URBANOS";440919.9308561;4478069.178145
"63047";5734;"Reina Mercedes E-O - Orense-Edgar Neville";"URBANOS";441143.273936338;4478239.00732443
"63048";5735;"Aviador Zorita N-S - Oviedo-Hernani";"URBANOS";440885.487941103;4478019.07635054
"63049";5736;"Hernani E-O - Edgar Neville-Aviador Zorita";"URBANOS";440960.544735878;4477929.50448184
"63062";7021;"Filipinas 30 E-O - Vallehermoso -Galileo";"URBANOS";439995.142351808;4477104.20420826
"97026";5776;"(AFOROS)Av.Reina Victoria O-E  - Guzmán el Bueno-Gral. Ibañez Íbero";"URBANOS";439726.210465641;4477752.3616262
"97052";7087;"Bailen N-S(Giro a Mayor) - Salida Túnel-Mayor";"URBANOS";439579.496678412;4474330.19127686
"97053";7057;"Méndez Álvaro  E-O (inferior M-30) - (Entrevías - Retama)";"URBANOS";442726.5636935;4471710.75185199
"97090";7096;"Bailén S-N(Lateral) - San Quintín -Pl. Marina Española";"URBANOS";439636.130840383;4474819.74683241
"97092";4133;"Av.Planetario O-E - Meneses-Méndez Alvaro";"URBANOS";442310.591659593;4471981.5067441
"97597";7070;"(FICTICIO) Dr.Esquerdo N-S - Jorge Juan - Duque de Sesto";"URBANOS";443364.513488193;4475109.09090999
"40001";5783;"Av. Buenos Aires - Arroyo del Olivar-Av. Palomeras ";"URBANOS";444679.051748431;4471230.57298962
"40002";5784;"Av. Palomeras - Pedro Laborde-Av. Buenos Aires";"URBANOS";444778.811151422;4471086.84697246
"40003";5785;"Av. Buenos Aires - Río Iguazú-Av. Palomeras";"URBANOS";444684.578747124;4471002.10647175
"40025";5805;"Av. Pablo Neruda - Av. Albufera-Luis Buñuel";"URBANOS";445417.662690616;4471303.61176629
"41004";5814;"Av. Albufera - Concordia-Sierra de Javalambre";"URBANOS";443586.313126952;4472199.04785119
"41007";5817;"Av. Albufera - Perpetuo Socorro-Puerto Pajares";"URBANOS";443982.943835819;4471922.27721115
"41008";5818;"Av. Albufera - Perpeto Socorro-Siera de Cadi";"URBANOS";444052.220070096;4471881.61001337
"41011";5821;"Av. Albufera - Josefa Diaz-Cantalapiedra";"URBANOS";444390.907300148;4471655.14742974
"41012";5822;"Av. Albufera - Cantalapiedra-Josefa Diaz";"URBANOS";444388.277154247;4471662.07248981
"41013";5823;"Av. Albufera - Sierra Faladora-Pio Felipe";"URBANOS";444807.070061789;4471607.73136989
"41017";5827;"Av. Albufera - Melquiades Biencinto-Monte Igueldo";"URBANOS";443399.377807836;4472329.82181544
"41018";5828;"C/. Peña Prieta - Sierra de los Filabres-M-30";"URBANOS";443382.685992655;4472443.10198563
"41019";5829;"Av. Monte Igueldo - Antonia Calas-Pintora Angeles Santos";"URBANOS";443408.826490034;4472202.64897328
"41020";5830;"C/. Peña Gorbea - Concordia-Melquiades Biencinto";"URBANOS";443432.479532397;4472129.24332834
"41021";5831;"C/. Dr. Fernando Primo de Rivera - Peña Gorbea-Av. Albufera";"URBANOS";443612.730435989;4472111.50886859
"41027";5837;"Av. Buenos Aires - Sierra Salvada-Av. Albufera";"URBANOS";444662.330470734;4471515.05630521
"41029";5838;"Av. Albufera - Av. Pablo Neruda-Santiago Alió";"URBANOS";445364.792703106;4471393.85719877
"41030";5839;"Av. Albufera - San Claudio-Av. Pablo Neruda";"URBANOS";445613.142465601;4471258.85469645
"41023";5833;"C/. Sierra del Cadi - Arroyo del Olivar-Av. Albufera";"URBANOS";444044.767611097;4471772.26670151
"41024";5834;"C/. Josefa Diaz - Enrique Velasdco- Av. Albufera";"URBANOS";444227.823113845;4471817.63133626
"41025";5835;"C/. Payaso Fofó - Arroyo del Olivar-Av. Albufera";"URBANOS";444159.388752507;4471721.322032
"41026";5836;"C/. Pio Felipe - Pio Felipe-Av. Albufera";"URBANOS";444585.203835758;4471705.80309316
"41031";5840;"Av. Albufera - Av. Pablo Neruda-San Claudio";"URBANOS";445646.595651698;4471224.73228112
"41032";6945;"Av. Albufera - Fuengirola-Rafael Alberti";"URBANOS";445847.790078663;4471120.4125202
"41406";5867;"C/. Ramón Pérez de Ayala  - Ramón Pérez de Ayala-El Bosco";"URBANOS";444793.584755917;4472778.71244737
"41407";5868;"C/. Sierra de Cameros - Peña Gorbea-Av. Albufera";"URBANOS";443702.084847846;4472097.01684135
"41408";5869;"C/. Puerto Pajares - Peña Gorbea-Av. Albufera";"URBANOS";443739.709631988;4472069.08745736
"41601";9856;"Gandia E-O - Vía de Servicio- Cerro Negro";"URBANOS";443223.00661899;4472328.98360374
"44001";5907;"Alcalá - Virgen de la Alegría-Fernández Lanseros";"URBANOS";444237.511322047;4476079.65318628
"44004";5910;"C/. Alcalá - Alcalde López Casero-Fdez.Lanseros";"URBANOS";444439.343958152;4476122.70414921
"44005";5911;"Alcalá - Alcalde López Casero-Mateo García";"URBANOS";444545.208712534;4476134.58091147
"44006";5912;"C/. Alcalá - Mateo García-Alcalde López Casero";"URBANOS";444625.3303462;4476155.16082668
"44007";5913;"Alcalá - San Gumersindo-Mateo García";"URBANOS";444767.867527161;4476179.51027927
"44008";5914;"C/. Alcalá - Hermanos Machado-Lago Constanza";"URBANOS";445047.964670787;4476222.1733846
"44009";5915;"C/. Alcalá - Lago Constanza-Ezequiel Solana";"URBANOS";445196.012788303;4476278.69436459
"44011";10003;"C/. Alcalá - Urquiza-Virgen del Sagrario";"URBANOS";445287.255036256;4476335.93996058
"44044";5942;"Av. Institución Libre Enseñanza - Alcalá-Caunedo";"URBANOS";446022.907079486;4476696.05863892
"44401";5943;"C/. Miguel Yuste  - Miguel Yuste-Alcalá";"URBANOS";447060.480899221;4477102.27821742
"44402";3528;"C/. Tumaco - Tumaco-Tampico";"URBANOS";446224.754368208;4477558.75581119
"44404";5945;"C/. Pileo - Pileo-Alcalá";"URBANOS";445677.991635862;4476595.88643081
"44605";10007;"C/. Alcalá - Alfonso Gómez-Tampico";"URBANOS";446553.216130622;4476961.09125593
"44037";5935;"C/. Virgen del Sagrario  - Virgen del Sagrario-Alcalá";"URBANOS";445186.825680266;4476330.8890347
"44038";5936;"C/. Emilio Ferrari - Amos Escalante-Alcalá";"URBANOS";445503.618321271;4476395.51911227
"44042";5940;"Av. Institución Libre Enseñanza - Caunedo-Alcalá";"URBANOS";446057.768436634;4476668.83897891
"44043";5941;"C/.General Aranaz   - López de Aranda-Alcalá";"URBANOS";446182.999537669;4476899.45391615
"45011";5957;"Av. Institución Libre Enseñanza - Pobladura del Valle-Av. Arcentales";"URBANOS";446896.270898477;4475128.30277405
"45012";5958;"Av. Institución Libre Enseñanza - Fco. Largo Caballero-Pobladura del Valle";"URBANOS";446912.543314809;4475061.32024528
"45013";5959;"Av. Institución Libre Enseñanza - Francisco Largo Caballero-Pobladura del Valle";"URBANOS";446920.26631145;4475065.61045881
"45032";5977;"Av. Institución Libre Enseñanza - Castillo de Arévalo-Castillo de Uclés";"URBANOS";446619.454804531;4475600.39781354
"45033";5978;"Av. Institución Libre Enseñanza - Castillo de Arévalo-Castropol";"URBANOS";446590.422766994;4475689.34568106
"45036";5981;"Av. Institución Libre Enseñanza - Francisco Largo Caballero-Pepe Ysbert";"URBANOS";446863.185549098;4475153.78501254
"45037";5982;"Av. Institución Libre Enseñanza - Pobladura del Vallle-Villaescusa";"URBANOS";446989.574775581;4474921.39981279
"45038";5983;"Av. Institución Libre Enseñanza - Pl. Alsacia-Pobladura del Valle";"URBANOS";447123.002491854;4474711.20290661
"45413";6006;"C/. Albarracín - Miguel Fleta-Emilio Muñóz";"URBANOS";446679.705515446;4476032.3088185
"45414";6007;"Pl. Alsacia - Salida Intercambiador - Aquitania-Av. Guadalajara";"URBANOS";447257.648818902;4474546.7063894
"46010";6018;"C/. Arturo Soria - Ramírez de Arellano-Emilio Vargas";"URBANOS";444851.118256726;4478098.70928251
"46011";6019;"C/. Arturo Soria - Emilio Vargas-Hernández de Tejada";"URBANOS";444921.203076162;4477974.73582608
"46012";6020;"C/. Arturo Soria - Josefa Valcárcel-Gregorio Benítez";"URBANOS";444975.950688298;4477903.9020678
"46013";6021;"C/. Arturo Soria  - Condesa de Venadito-Hernández de Tejada";"URBANOS";445074.486564454;4477756.42833656
"45412";6005;"C/. Albarracín - Albasanz-Julián Camarillo";"URBANOS";446482.330043945;4476339.52402587
"46041";10111;"C/ Lopez de Hoyos - Arturo Soria - Asura";"URBANOS";444206.012568633;4479279.0160063
"46042";10113;"C/ Arturo Soria - Luis Carlos Vazquez - Ulises";"URBANOS";444523.534077034;4478656.83890759
"46043";10115;"C/ Arturo Soria - Sorzano - Manuel del Valle";"URBANOS";444625.039481808;4478487.4980626
"46038";10110;"C/ Arturo Soria - Navarro Amandi - Emilio Rubin";"URBANOS";444037.292258406;4479267.22905775
"46039";6044;"C/. Arturo Soria - Lorenzo Solano Tendero-Estrecho de Mesina";"URBANOS";444688.305742803;4478390.0932304
"46403";6048;"C/. Ulíses - Ulíses-Arturo Soria";"URBANOS";444476.460165916;4478787.80611483
"46406";6051;"C/. Ramírez de Arellano - Agastia-Arturo Soria";"URBANOS";444821.672596398;4478111.81132566
"46407";6052;"C/. Amara - Amara-Arturo Soria";"URBANOS";445112.890875081;4477682.85517229
"46408";6053;"C/. Angelita Cavero - Angelita Cavero-Arturo Soria";"URBANOS";445175.565000354;4477698.77997004
"46410";6055;"C/. Fernández Caro - Agastia-Arturo Soria";"URBANOS";445371.813787699;4477503.926741
"47003";6064;"C/. Arturo Soria  - Bausa-Cta. Sagrado Corazón";"URBANOS";443599.167061898;4480176.11153229
